Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      4.42     0.00    64593     0.00     0.00  boost::property_tree::string_path<std::string, boost::property_tree::id_translator<std::string> >::empty() const
  0.00      4.42     0.00    55364     0.00     0.00  boost::optional_detail::optional_base<std::string>::get_object()
  0.00      4.42     0.00    54361     0.00     0.00  boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::ch(boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > const*)
  0.00      4.42     0.00    53381     0.00     0.00  boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > >::next()
  0.00      4.42     0.00    53316     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<char*, std::string> >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<char*, std::string> >(__gnu_cxx::__normal_iterator<char*, std::string> const&)
  0.00      4.42     0.00    52291     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string>::difference_type __gnu_cxx::operator-<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&)
  0.00      4.42     0.00    50638     0.00     0.00  boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > >::left()
  0.00      4.42     0.00    46171     0.00     0.00  boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > >::parent()
  0.00      4.42     0.00    45160     0.00     0.00  boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > >::from_impl(boost::multi_index::detail::sequenced_index_node_impl<std::allocator<char> >*)
  0.00      4.42     0.00    45147     0.00     0.00  boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >::bidir_node_iterator(boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > >*)
  0.00      4.42     0.00    45147     0.00     0.00  boost::decrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::iterator<std::bidirectional_iterator_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, int, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&> >::decrementable()
  0.00      4.42     0.00    45147     0.00     0.00  boost::incrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::dereferenceable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, boost::decrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::iterator<std::bidirectional_iterator_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, int, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&> > > >::incrementable()
  0.00      4.42     0.00    45147     0.00     0.00  boost::dereferenceable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, boost::decrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::iterator<std::bidirectional_iterator_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, int, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&> > >::dereferenceable()
  0.00      4.42     0.00    45147     0.00     0.00  boost::input_iteratable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, boost::decrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::iterator<std::bidirectional_iterator_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, int, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&> > >::input_iteratable()
  0.00      4.42     0.00    45147     0.00     0.00  boost::forward_iteratable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, boost::decrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::iterator<std::bidirectional_iterator_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, int, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&> > >::forward_iteratable()
  0.00      4.42     0.00    45147     0.00     0.00  boost::equality_comparable1<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::incrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::dereferenceable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, boost::decrementable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::iterator<std::bidirectional_iterator_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, int, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&> > > > >::equality_comparable1()
  0.00      4.42     0.00    45147     0.00     0.00  boost::bidirectional_iteratable<boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, boost::iterator<std::bidirectional_iterator_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, int, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&> >::bidirectional_iteratable()
